drill_id,drill_name,category,description,players_min,players_max,duration_minutes,field_type,setup_data,equipment,coaching_points,difficulty,intensity,coach_rating,personal_notes,times_used,last_used_date,tags,is_favorite,diagram_path,diagram_metadata,positions,age_groups,coach_cues,progression,recommended_field_size,diagram_url,video_youtube_url,video_local_url,video_start_time,position_relevance,skill_category,solo_possible,min_equipment,game_application,video_url,video_thumbnail,coaching_cues,position_track,drill_type,series_name,series_order,rrs_benchmark,space_required,position_primary,presenter_id,college_context,pro_context,variations,prerequisite_drill,next_drill,status,video_url_short,video_url_full,video_status,filming_date,filming_notes,beta_ready,date_published,slug,common_mistakes
COOL_001,Static Stretching Routine,Cool Down,Full body static stretches,4,20,10,Any,Open space,,"Hold stretches 20-30 seconds, breathe deeply",beginner,low,4,,2,2025-11-27,,False,assets/diagrams/COOL_001.svg,"{""field_dimensions"": [100, 70], ""players"": [{""label"": ""A"", ""team"": ""blue"", ""x"": 20, ""y"": 20}, {""label"": ""B"", ""team"": ""blue"", ""x"": 20, ""y"": 50}, {""label"": ""C"", ""team"": ""red"", ""x"": 60.0, ""y"": 20}, {""label"": ""D"", ""team"": ""red"", ""x"": 60.0, ""y"": 50}], ""cones"": [{""x"": 30.0, ""y"": 15}, {""x"": 30.0, ""y"": 55}, {""x"": 50.0, ""y"": 15}, {""x"": 50.0, ""y"": 55}], ""arrows"": [{""from"": [20, 20], ""to"": [60.0, 20], ""type"": ""pass""}, {""from"": [20, 50], ""to"": [60.0, 50], ""type"": ""pass""}]}",,,,,,,,,,,Technical,True,Ball only,Game application notes coming soon,,,,,Isolation,,0,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,False,,,
COOL_002,Light Jogging,Cool Down,Easy pace jogging to lower heart rate,4,20,8,Any,Track or field perimeter,,"Relaxed pace, gradual slowdown",beginner,low,3,,3,2025-11-27,,False,assets/diagrams/COOL_002.svg,"{""field_dimensions"": [100, 70], ""players"": [{""label"": ""A"", ""team"": ""blue"", ""x"": 25, ""y"": 20}, {""label"": ""B"", ""team"": ""blue"", ""x"": 25, ""y"": 50}, {""label"": ""C"", ""team"": ""red"", ""x"": 57.5, ""y"": 20}, {""label"": ""D"", ""team"": ""red"", ""x"": 57.5, ""y"": 50}], ""cones"": [{""x"": 32.5, ""y"": 15}, {""x"": 32.5, ""y"": 55}, {""x"": 47.5, ""y"": 15}, {""x"": 47.5, ""y"": 55}], ""arrows"": [{""from"": [25, 20], ""to"": [57.5, 20], ""type"": ""pass""}, {""from"": [25, 50], ""to"": [57.5, 50], ""type"": ""pass""}]}",,,,,,,,,,,Technical,True,Ball only,Game application notes coming soon,,,,,Isolation,,0,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,False,,,
COOL_003,Partner Stretching,Cool Down,Assisted stretches with partner,4,20,12,Any,Pairs spread out,,"Communicate with partner, gentle pressure",beginner,low,4,,3,2025-11-27,,False,assets/diagrams/COOL_003.svg,"{""field_dimensions"": [100, 70], ""players"": [{""label"": ""A"", ""team"": ""blue"", ""x"": 30, ""y"": 20}, {""label"": ""B"", ""team"": ""blue"", ""x"": 30, ""y"": 50}, {""label"": ""C"", ""team"": ""red"", ""x"": 55.0, ""y"": 20}, {""label"": ""D"", ""team"": ""red"", ""x"": 55.0, ""y"": 50}], ""cones"": [{""x"": 35.0, ""y"": 15}, {""x"": 35.0, ""y"": 55}, {""x"": 45.0, ""y"": 15}, {""x"": 45.0, ""y"": 55}], ""arrows"": [{""from"": [30, 20], ""to"": [55.0, 20], ""type"": ""pass""}, {""from"": [30, 50], ""to"": [55.0, 50], ""type"": ""pass""}]}",,,,,,,,,,,Technical,True,Ball only,Game application notes coming soon,,,,,Isolation,,0,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,False,,,
COOL_004,Foam Rolling Session,Cool Down,Self-myofascial release routine,4,20,15,Any,Foam rollers distributed,Foam rollers,Slow rolls on major muscle groups,intermediate,low,5,,9,2025-11-27,,False,assets/diagrams/COOL_004.svg,"{""field_dimensions"": [100, 70], ""players"": [{""label"": ""A"", ""team"": ""blue"", ""x"": 35, ""y"": 20}, {""label"": ""B"", ""team"": ""blue"", ""x"": 35, ""y"": 50}, {""label"": ""C"", ""team"": ""red"", ""x"": 52.5, ""y"": 20}, {""label"": ""D"", ""team"": ""red"", ""x"": 52.5, ""y"": 50}], ""cones"": [{""x"": 37.5, ""y"": 15}, {""x"": 37.5, ""y"": 55}, {""x"": 42.5, ""y"": 15}, {""x"": 42.5, ""y"": 55}], ""arrows"": [{""from"": [35, 20], ""to"": [52.5, 20], ""type"": ""pass""}, {""from"": [35, 50], ""to"": [52.5, 50], ""type"": ""pass""}]}",,,,,,,,,,,Technical,True,Ball only,Game application notes coming soon,,,,,Isolation,,0,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,False,,,
COOL_005,Walking and Breathing,Cool Down,Gentle walking with breathing exercises,4,20,5,Any,Walk around field,,"Deep breaths, reflect on practice",beginner,low,3,,1,2025-11-27,,False,assets/diagrams/COOL_005.svg,"{""field_dimensions"": [100, 70], ""players"": [{""label"": ""A"", ""team"": ""blue"", ""x"": 40, ""y"": 20}, {""label"": ""B"", ""team"": ""blue"", ""x"": 40, ""y"": 50}, {""label"": ""C"", ""team"": ""red"", ""x"": 50.0, ""y"": 20}, {""label"": ""D"", ""team"": ""red"", ""x"": 50.0, ""y"": 50}], ""cones"": [{""x"": 40.0, ""y"": 15}, {""x"": 40.0, ""y"": 55}, {""x"": 40.0, ""y"": 15}, {""x"": 40.0, ""y"": 55}], ""arrows"": [{""from"": [40, 20], ""to"": [50.0, 20], ""type"": ""pass""}, {""from"": [40, 50], ""to"": [50.0, 50], ""type"": ""pass""}]}",,,,,,,,,,,Technical,True,Ball only,Game application notes coming soon,,,,,Isolation,,0,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,False,,,
TECH_006,1v1 Dribbling to Goal,Technical,Players practice beating a defender 1v1 to score,6,16,12,Half Field,20x30 yard grid with goals,"Cones, Balls, Goals, Pinnies","Change of pace, protect the ball, finish with quality",intermediate,high,4,,3,2025-11-27,,False,assets/diagrams/TECH_006.svg,"{""field_dimensions"": [100, 70], ""players"": [{""label"": ""A"", ""team"": ""blue"", ""x"": 20, ""y"": 20}, {""label"": ""B"", ""team"": ""blue"", ""x"": 20, ""y"": 50}, {""label"": ""C"", ""team"": ""red"", ""x"": 60.0, ""y"": 20}, {""label"": ""D"", ""team"": ""red"", ""x"": 60.0, ""y"": 50}], ""cones"": [{""x"": 30.0, ""y"": 15}, {""x"": 30.0, ""y"": 55}, {""x"": 50.0, ""y"": 15}, {""x"": 50.0, ""y"": 55}], ""arrows"": [{""from"": [20, 20], ""to"": [60.0, 20], ""type"": ""pass""}, {""from"": [20, 50], ""to"": [60.0, 50], ""type"": ""pass""}]}",,,,,,,,,,,Technical,True,Ball only,Game application notes coming soon,,,,,Isolation,,0,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,False,,,
COND_006,High Intensity Interval Training,Conditioning,30-second sprints with recovery,1,30,15,Half Field,,Cones,,intermediate,medium,0,,2,2025-11-27,,False,assets/diagrams/COND_006.svg,"{""field_dimensions"": [100, 70], ""players"": [{""label"": ""A"", ""team"": ""blue"", ""x"": 25, ""y"": 20}, {""label"": ""B"", ""team"": ""blue"", ""x"": 25, ""y"": 50}, {""label"": ""C"", ""team"": ""red"", ""x"": 57.5, ""y"": 20}, {""label"": ""D"", ""team"": ""red"", ""x"": 57.5, ""y"": 50}], ""cones"": [{""x"": 32.5, ""y"": 15}, {""x"": 32.5, ""y"": 55}, {""x"": 47.5, ""y"": 15}, {""x"": 47.5, ""y"": 55}], ""arrows"": [{""from"": [25, 20], ""to"": [57.5, 20], ""type"": ""pass""}, {""from"": [25, 50], ""to"": [57.5, 50], ""type"": ""pass""}]}",,,,,,,,,,,Technical,True,Ball only,Game application notes coming soon,,,,,Isolation,,0,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,False,,,
WARM_006,Full Field Warm-Up,Warmup,"Have players start with jogging two laps around the entire field. Then have the team do a series of dynamic stretches, splitting the field into 8ths to allow for 8 dynamic stretches.",1,30,15,Full Field,Full-Field,,"Keep movements active
Meant to be fun!",beginner,medium,3,,2,2025-11-27,,False,assets/diagrams/WARM_006.svg,"{""field_dimensions"": [100, 70], ""players"": [{""label"": ""A"", ""team"": ""blue"", ""x"": 30, ""y"": 20}, {""label"": ""B"", ""team"": ""blue"", ""x"": 30, ""y"": 50}, {""label"": ""C"", ""team"": ""red"", ""x"": 55.0, ""y"": 20}, {""label"": ""D"", ""team"": ""red"", ""x"": 55.0, ""y"": 50}], ""cones"": [{""x"": 35.0, ""y"": 15}, {""x"": 35.0, ""y"": 55}, {""x"": 45.0, ""y"": 15}, {""x"": 45.0, ""y"": 55}], ""arrows"": [{""from"": [30, 20], ""to"": [55.0, 20], ""type"": ""pass""}, {""from"": [30, 50], ""to"": [55.0, 50], ""type"": ""pass""}]}",,,,,,,,,,,Technical,True,Ball only,Game application notes coming soon,,,,,Isolation,,0,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,False,,,
SSG_006,Octagon,Small Sided Games,"Have players split into 3 teams of 8 
3 touch in the middle, one on the outside for bumpers",6,30,15,Other,,"Cones, Balls, Goals, Pinnies",,intermediate,high,1,,2,2025-11-27,,False,assets/diagrams/SSG_006.svg,"{""field_dimensions"": [100, 70], ""players"": [{""label"": ""A"", ""team"": ""blue"", ""x"": 35, ""y"": 20}, {""label"": ""B"", ""team"": ""blue"", ""x"": 35, ""y"": 50}, {""label"": ""C"", ""team"": ""red"", ""x"": 52.5, ""y"": 20}, {""label"": ""D"", ""team"": ""red"", ""x"": 52.5, ""y"": 50}], ""cones"": [{""x"": 37.5, ""y"": 15}, {""x"": 37.5, ""y"": 55}, {""x"": 42.5, ""y"": 15}, {""x"": 42.5, ""y"": 55}], ""arrows"": [{""from"": [35, 20], ""to"": [52.5, 20], ""type"": ""pass""}, {""from"": [35, 50], ""to"": [52.5, 50], ""type"": ""pass""}]}",,,,,,,,,,,Technical,True,Ball only,Game application notes coming soon,,,,,Isolation,,0,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,False,,,
WARM_003,Rondo 4v1 Edited,Warmup,Keep away in small grid,5,15,10,Grid,10x10 yard square,"Cones, Balls","Quick touches, movement off ball",intermediate,medium,5,,4,2025-11-27,,False,,,,,,,,,,,,,Technical,True,Ball only,Game application notes coming soon,,,,,Isolation,,0,Club Level,Small area,,,,,,,,Published,,,Not Filmed,,,False,,,
